classifier_weight,retrieval_weight,mean_auroc_across_antibiotics,mean_auprc_across_antibiotics,median_auroc_across_antibiotics,median_auprc_across_antibiotics,n_antibiotics
0.0,1.0,0.6262624027944627,0.7234744336509633,0.6253433523751581,0.692234963068584,8
0.25,0.75,0.6959395201174602,0.7881212752948358,0.7043657264216363,0.7663502471547686,8
0.5,0.5,0.7217744989961221,0.8129117580430956,0.7299915979333254,0.792388860252255,8
0.75,0.25,0.7328087962522568,0.8252108372821035,0.7481982937023532,0.8093973586981624,8
1.0,0.0,0.7307584814108474,0.828845765302969,0.7538499296608138,0.8232152168651466,8
